miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-22	hg38:chr17:1713916-1713936:-	75	61.402432	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713917-1713936:-	11	9.005690	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713918-1713936:-	4	3.274796	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713919-1713936:-	2	1.637398	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713920-1713936:-	6	4.912195	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713952-1713974:-	10	8.186991	N	mature,MIMAT0004495
hsa-mir-22	hg38:chr17:1713953-1713974:-	2	1.637398	N	mature,MIMAT0004495
hsa-mir-221	hg38:chrX:45746178-45746203:-	2	1.637398	N	mature,MIMAT0000278
hsa-mir-221	hg38:chrX:45746180-45746203:-	7	5.730894	N	mature,MIMAT0000278
hsa-mir-221	hg38:chrX:45746181-45746203:-	24	19.648778	N	mature,MIMAT0000278
hsa-mir-221	hg38:chrX:45746182-45746203:-	16	13.099185	N	mature,MIMAT0000278
hsa-mir-221	hg38:chrX:45746183-45746203:-	10	8.186991	N	mature,MIMAT0000278
hsa-mir-221	hg38:chrX:45746184-45746203:-	8	6.549593	N	mature,MIMAT0000278
hsa-mir-221	hg38:chrX:45746221-45746243:-	1	0.818699	N	mature,MIMAT0004568
hsa-mir-221	hg38:chrX:45746223-45746243:-	1	0.818699	N	mature,MIMAT0004568
hsa-mir-222	hg38:chrX:45747031-45747057:-	1	0.818699	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747032-45747057:-	3	2.456097	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747033-45747057:-	8	6.549593	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747034-45747057:-	10	8.186991	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747035-45747057:-	2	1.637398	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747036-45747057:-	9	7.368292	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747037-45747057:-	3	2.456097	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747074-45747097:-	1	0.818699	N	mature,MIMAT0004569
hsa-mir-222	hg38:chrX:45747075-45747095:-	1	0.818699	N	mature,MIMAT0004569
hsa-mir-222	hg38:chrX:45747076-45747096:-	1	0.818699	N	mature,MIMAT0004569
hsa-mir-222	hg38:chrX:45747077-45747097:-	2	1.637398	N	mature,MIMAT0004569
hsa-mir-223	hg38:chrX:66018895-66018919:+	3	2.456097	N	mature,MIMAT0004570
hsa-mir-223	hg38:chrX:66018895-66018922:+	1	0.818699	N	mature,MIMAT0004570
hsa-mir-223	hg38:chrX:66018895-66018924:+	5	4.093495	N	mature,MIMAT0004570
hsa-mir-223	hg38:chrX:66018937-66018956:+	3	2.456097	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018937-66018957:+	4	3.274796	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018937-66018958:+	10	8.186991	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018937-66018959:+	74	60.583732	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018937-66018960:+	57	46.665848	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018937-66018961:+	2	1.637398	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018938-66018959:+	4	3.274796	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018938-66018960:+	6	4.912195	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018938-66018961:+	1	0.818699	N	mature,MIMAT0000280
hsa-mir-224	hg38:chrX:151958584-151958606:-	1	0.818699	N	mature,MIMAT0009198
hsa-mir-224	hg38:chrX:151958628-151958652:-	8	6.549593	N	mature,MIMAT0000281
hsa-mir-224	hg38:chrX:151958630-151958652:-	1	0.818699	N	mature,MIMAT0000281
hsa-mir-2277	hg38:chr5:93620709-93620732:-	2	1.637398	N	mature,MIMAT0011777
hsa-mir-2277	hg38:chr5:93620750-93620772:-	3	2.456097	N	mature,MIMAT0017352
hsa-mir-2355	hg38:chr2:207109999-207110020:-	1	0.818699	N	mature,MIMAT0017950
hsa-mir-2355	hg38:chr2:207109999-207110021:-	1	0.818699	N	mature,MIMAT0017950
hsa-mir-2355	hg38:chr2:207110038-207110064:-	1	0.818699	N	mature,MIMAT0016895
hsa-mir-2355	hg38:chr2:207110040-207110064:-	1	0.818699	N	mature,MIMAT0016895
hsa-mir-2355	hg38:chr2:207110042-207110064:-	21	17.192681	N	mature,MIMAT0016895
hsa-mir-2355	hg38:chr2:207110043-207110064:-	2	1.637398	N	mature,MIMAT0016895
hsa-mir-2355	hg38:chr2:207110044-207110064:-	2	1.637398	N	mature,MIMAT0016895
hsa-mir-2355	hg38:chr2:207110045-207110064:-	3	2.456097	N	mature,MIMAT0016895
hsa-mir-23a	hg38:chr19:13836574-13836593:-	1	0.818699	N	precursor
hsa-mir-23a	hg38:chr19:13836592-13836614:-	1	0.818699	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836592-13836615:-	14	11.461787	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836592-13836616:-	2	1.637398	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836593-13836612:-	1	0.818699	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836593-13836614:-	4	3.274796	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836593-13836615:-	11	9.005690	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836593-13836616:-	420	343.853617	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836594-13836614:-	2	1.637398	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836594-13836615:-	19	15.555283	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836594-13836616:-	753	616.480413	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836594-13836617:-	2	1.637398	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836595-13836614:-	3	2.456097	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836595-13836615:-	8	6.549593	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836595-13836616:-	820	671.333251	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836595-13836617:-	6	4.912195	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836596-13836614:-	1	0.818699	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836596-13836615:-	2	1.637398	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836596-13836616:-	246	201.399975	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836596-13836617:-	1	0.818699	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836597-13836615:-	1	0.818699	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836597-13836616:-	20	16.373982	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836598-13836616:-	24	19.648778	Y	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836600-13836616:-	1	0.818699	N	mature,MIMAT0000078
hsa-mir-23a	hg38:chr19:13836630-13836652:-	4	3.274796	N	mature,MIMAT0004496
hsa-mir-23a	hg38:chr19:13836631-13836652:-	1	0.818699	N	mature,MIMAT0004496
hsa-mir-23b	hg38:chr9:95085264-95085286:+	1	0.818699	N	mature,MIMAT0000418
hsa-mir-23b	hg38:chr9:95085265-95085283:+	24	19.648778	Y	mature,MIMAT0000418
hsa-mir-23b	hg38:chr9:95085265-95085284:+	2	1.637398	N	mature,MIMAT0000418
hsa-mir-23b	hg38:chr9:95085265-95085285:+	11	9.005690	N	mature,MIMAT0000418
hsa-mir-23b	hg38:chr9:95085265-95085286:+	99	81.051210	N	mature,MIMAT0000418
hsa-mir-23b	hg38:chr9:95085265-95085287:+	60	49.121945	N	mature,MIMAT0000418
hsa-mir-23b	hg38:chr9:95085265-95085288:+	90	73.682918	N	mature,MIMAT0000418
hsa-mir-23b	hg38:chr9:95085265-95085289:+	6	4.912195	N	mature,MIMAT0000418
hsa-mir-23b	hg38:chr9:95085266-95085286:+	1	0.818699	N	mature,MIMAT0000418
hsa-mir-23b	hg38:chr9:95085266-95085287:+	2	1.637398	N	mature,MIMAT0000418
hsa-mir-23b	hg38:chr9:95085266-95085288:+	11	9.005690	N	mature,MIMAT0000418
hsa-mir-23b	hg38:chr9:95085266-95085289:+	2	1.637398	N	mature,MIMAT0000418
hsa-mir-23b	hg38:chr9:95085267-95085286:+	1	0.818699	N	mature,MIMAT0000418
hsa-mir-23b	hg38:chr9:95085267-95085288:+	1	0.818699	N	mature,MIMAT0000418
hsa-mir-24-1	hg38:chr9:95086005-95086026:+	2	1.637398	N	precursor
hsa-mir-24-1	hg38:chr9:95086025-95086047:+	2	1.637398	N	mature,MIMAT0000079
hsa-mir-24-1	hg38:chr9:95086025-95086049:+	2	1.637398	N	mature,MIMAT0000079
hsa-mir-24-1	hg38:chr9:95086063-95086084:+	1	0.818699	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086063-95086085:+	2	1.637398	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086063-95086086:+	6	4.912195	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086081:+	1	0.818699	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086082:+	2	1.637398	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086083:+	9	7.368292	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086084:+	69	56.490237	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086085:+	44	36.022760	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086086:+	413	338.122723	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086088:+	1	0.818699	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086065-95086084:+	2	1.637398	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086065-95086086:+	8	6.549593	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086066-95086088:+	1	0.818699	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086067-95086086:+	1	0.818699	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836289-13836310:-	21	17.192681	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836289-13836311:-	414	338.941422	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836289-13836312:-	3	2.456097	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836290-13836311:-	41	33.566663	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836290-13836312:-	3	2.456097	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836291-13836311:-	50	40.934954	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836291-13836312:-	6	4.912195	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836292-13836311:-	7	5.730894	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836293-13836311:-	3	2.456097	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836294-13836311:-	1	0.818699	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836325-13836349:-	12	9.824389	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836326-13836348:-	1	0.818699	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836326-13836349:-	5	4.093495	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836327-13836349:-	4	3.274796	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836328-13836349:-	3	2.456097	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836329-13836349:-	1	0.818699	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836349-13836369:-	6	4.912195	N	precursor
hsa-mir-24-2	hg38:chr19:13836349-13836370:-	1	0.818699	N	precursor
hsa-mir-25	hg38:chr7:100093570-100093593:-	3	2.456097	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093571-100093587:-	1	0.818699	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093571-100093589:-	2	1.637398	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093571-100093590:-	1	0.818699	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093571-100093591:-	1	0.818699	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093571-100093592:-	10	8.186991	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093571-100093593:-	11086	9076.098080	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093572-100093592:-	2	1.637398	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093572-100093593:-	770	630.398297	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093573-100093593:-	36	29.473167	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093575-100093593:-	1	0.818699	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093576-100093593:-	7	5.730894	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093577-100093593:-	6	4.912195	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093631-100093651:-	1	0.818699	N	precursor
hsa-mir-26a-1	hg38:chr3:37969413-37969430:+	1	0.818699	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969431:+	1	0.818699	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969432:+	61	49.940644	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969433:+	256	209.586966	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969434:+	43	35.204061	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969435:+	377	308.649556	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969436:+	8	6.549593	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969437:+	83	67.952024	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969416-37969433:+	1	0.818699	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969416-37969434:+	1	0.818699	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969417-37969434:+	1	0.818699	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969417-37969435:+	1	0.818699	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969418-37969435:+	4	3.274796	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969452-37969474:+	8	6.549593	N	mature,MIMAT0004499
hsa-mir-26a-2	hg38:chr12:57824620-57824642:-	7	5.730894	N	mature,MIMAT0004681
hsa-mir-26a-2	hg38:chr12:57824622-57824642:-	1	0.818699	N	mature,MIMAT0004681
hsa-mir-26a-2	hg38:chr12:57824655-57824680:-	1	0.818699	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824656-57824675:-	1	0.818699	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824656-57824679:-	1	0.818699	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824656-57824680:-	73	59.765033	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824657-57824680:-	10	8.186991	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824658-57824680:-	346	283.269884	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824659-57824680:-	50	40.934954	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824660-57824680:-	262	214.499161	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824661-57824680:-	48	39.297556	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824662-57824680:-	5	4.093495	N	mature,MIMAT0000082
hsa-mir-26b	hg38:chr2:218402636-218402657:+	1	0.818699	N	precursor
hsa-mir-26b	hg38:chr2:218402637-218402657:+	1	0.818699	N	precursor
hsa-mir-26b	hg38:chr2:218402657-218402674:+	1	0.818699	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402675:+	1	0.818699	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402676:+	5	4.093495	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402677:+	49	40.116255	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402678:+	105	85.963404	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402679:+	657	537.885300	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402680:+	21	17.192681	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402681:+	3	2.456097	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402692-218402710:+	1	0.818699	N	mature,MIMAT0004500
hsa-mir-26b	hg38:chr2:218402692-218402711:+	2	1.637398	N	mature,MIMAT0004500
hsa-mir-26b	hg38:chr2:218402692-218402712:+	2	1.637398	N	mature,MIMAT0004500
hsa-mir-26b	hg38:chr2:218402692-218402713:+	23	18.830079	N	mature,MIMAT0004500
hsa-mir-26b	hg38:chr2:218402692-218402714:+	17	13.917884	N	mature,MIMAT0004500
hsa-mir-27a	hg38:chr19:13836447-13836467:-	1	0.818699	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836447-13836468:-	332	271.808097	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836448-13836467:-	1	0.818699	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836448-13836468:-	275	225.142249	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836449-13836468:-	9	7.368292	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836450-13836468:-	7	5.730894	Y	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836487-13836509:-	27	22.104875	N	mature,MIMAT0004501
hsa-mir-27a	hg38:chr19:13836488-13836509:-	1	0.818699	N	mature,MIMAT0004501
hsa-mir-27a	hg38:chr19:13836509-13836529:-	43	35.204061	N	precursor
hsa-mir-27a	hg38:chr19:13836509-13836530:-	2	1.637398	N	precursor
hsa-mir-27a	hg38:chr19:13836510-13836528:-	1	0.818699	N	precursor
hsa-mir-27b	hg38:chr9:95085462-95085485:+	2	1.637398	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085485:+	3	2.456097	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085486:+	2	1.637398	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085487:+	3	2.456097	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085504-95085525:+	2	1.637398	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085504-95085526:+	2	1.637398	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085523:+	7	5.730894	Y	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085524:+	3	2.456097	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085525:+	41	33.566663	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085526:+	116	94.969094	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085527:+	29	23.742274	N	mature,MIMAT0000419
hsa-mir-28	hg38:chr3:188688794-188688813:+	1	0.818699	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688814:+	5	4.093495	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688815:+	36	29.473167	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688816:+	17	13.917884	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688817:+	3	2.456097	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688834-188688854:+	17	13.917884	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688855:+	420	343.853617	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688856:+	2051	1679.151828	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688857:+	274	224.323550	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688858:+	1	0.818699	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688835-188688855:+	5	4.093495	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688835-188688856:+	14	11.461787	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688835-188688857:+	75	61.402432	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688836-188688856:+	1	0.818699	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688836-188688857:+	9	7.368292	N	mature,MIMAT0004502
hsa-mir-296	hg38:chr20:58817625-58817647:-	2	1.637398	N	mature,MIMAT0004679
hsa-mir-296	hg38:chr20:58817626-58817648:-	1	0.818699	N	mature,MIMAT0004679
hsa-mir-296	hg38:chr20:58817627-58817647:-	2	1.637398	N	mature,MIMAT0004679
hsa-mir-296	hg38:chr20:58817627-58817648:-	1	0.818699	N	mature,MIMAT0004679
hsa-mir-296	hg38:chr20:58817629-58817648:-	1	0.818699	N	mature,MIMAT0004679
hsa-mir-296	hg38:chr20:58817661-58817682:-	14	11.461787	N	mature,MIMAT0000690
hsa-mir-296	hg38:chr20:58817661-58817683:-	8	6.549593	N	mature,MIMAT0000690
hsa-mir-296	hg38:chr20:58817662-58817682:-	1	0.818699	N	mature,MIMAT0000690
hsa-mir-296	hg38:chr20:58817662-58817683:-	1	0.818699	N	mature,MIMAT0000690
hsa-mir-296	hg38:chr20:58817682-58817702:-	1	0.818699	N	precursor
hsa-mir-299	hg38:chr14:101023779-101023800:+	1	0.818699	N	precursor
hsa-mir-299	hg38:chr14:101023800-101023821:+	1	0.818699	N	mature,MIMAT0002890
hsa-mir-29a	hg38:chr7:130876746-130876770:-	1	0.818699	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876747-130876770:-	74	60.583732	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876747-130876771:-	1	0.818699	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876767:-	1	0.818699	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876769:-	1	0.818699	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876770:-	423	346.309714	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876771:-	34	27.835769	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876773:-	2	1.637398	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876768:-	1	0.818699	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876769:-	1	0.818699	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876770:-	1561	1277.989275	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876771:-	738	604.199926	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876750-130876770:-	133	108.886979	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876750-130876771:-	126	103.156085	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876751-130876770:-	132	108.068280	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876751-130876771:-	64	52.396742	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876752-130876770:-	12	9.824389	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876752-130876771:-	17	13.917884	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876753-130876770:-	2	1.637398	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876753-130876771:-	4	3.274796	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876786-130876808:-	7	5.730894	N	mature,MIMAT0004503
hsa-mir-29a	hg38:chr7:130876788-130876808:-	1	0.818699	N	mature,MIMAT0004503
hsa-mir-29b-1	hg38:chr7:130877467-130877488:-	1	0.818699	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877467-130877489:-	6	4.912195	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877467-130877490:-	212	173.564206	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877468-130877490:-	24	19.648778	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877468-130877491:-	3	2.456097	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877469-130877490:-	35	28.654468	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877469-130877491:-	32	26.198371	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877470-130877490:-	25	20.467477	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877470-130877491:-	15	12.280486	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877471-130877490:-	14	11.461787	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877471-130877491:-	5	4.093495	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877473-130877491:-	2	1.637398	Y	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877507-130877530:-	1	0.818699	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877507-130877531:-	5	4.093495	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877508-130877530:-	2	1.637398	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877508-130877531:-	4	3.274796	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877510-130877531:-	1	0.818699	N	mature,MIMAT0004514
hsa-mir-29b-2	hg38:chr1:207802450-207802472:-	2	1.637398	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802450-207802473:-	209	171.108109	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802451-207802473:-	22	18.011380	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802451-207802474:-	6	4.912195	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802452-207802473:-	35	28.654468	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802452-207802474:-	45	36.841459	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802453-207802473:-	21	17.192681	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802453-207802474:-	18	14.736584	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802454-207802472:-	1	0.818699	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802454-207802473:-	10	8.186991	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802454-207802474:-	3	2.456097	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802455-207802473:-	1	0.818699	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802490-207802513:-	1	0.818699	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802490-207802514:-	11	9.005690	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802514:-	47	38.478857	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802515:-	4	3.274796	N	mature,MIMAT0004515
